group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
pooling_nchw_max,10,26.01908939825166,25.947333774502507,14.021109000000001,3.056288683470451,3.043801783155144
OVERALL,10,26.01908939825166,25.947333774502507,14.021109000000001,3.056288683470451,3.043801783155144
