group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
conv_2d_nchw_fchw,18,138.34433430157787,126.86899543476488,185.89054827777778,0.8028105301509241,0.5601340401791326
OVERALL,18,138.34433430157787,126.86899543476488,185.89054827777778,0.8028105301509241,0.5601340401791326
