group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
relu,14,3.8451740617369965,2.863679927464085,6.607631714285715,1.1522095710341491,0.9705347160474581
OVERALL,14,3.8451740617369965,2.863679927464085,6.607631714285715,1.1522095710341491,0.9705347160474581
