group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
add,10,5.734830938781308,5.717317993953116,13.099447399999999,1.2125002452193059,1.1418327890676334
OVERALL,10,5.734830938781308,5.717317993953116,13.099447399999999,1.2125002452193059,1.1418327890676334
