group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
conv_2d_nchw_fchw,18,143.22822728927505,130.86651697417153,177.706856,0.7952891736324654,0.5777833317408546
OVERALL,18,143.22822728927505,130.86651697417153,177.706856,0.7952891736324654,0.5777833317408546
