group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
add,10,6.510395240911767,6.4726409743480176,11.428960399999998,1.4004171746555503,1.2926819365636022
OVERALL,10,6.510395240911767,6.4726409743480176,11.428960399999998,1.4004171746555503,1.2926819365636022
