group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
relu,14,3.9844530017145265,2.052540053845466,6.001525928571428,0.8409480350000759,0.6956298988689711
OVERALL,14,3.9844530017145265,2.052540053845466,6.001525928571428,0.8409480350000759,0.6956298988689711
