group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
matmul,14,447.6339679490625,376.49558149273395,2.8290805000000003,1.358871213094698,1.194179027436455
OVERALL,14,447.6339679490625,376.49558149273395,2.8290805000000003,1.358871213094698,1.194179027436455
