group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
pooling_nchw_max,10,27.549781976139673,27.41835014169579,13.174886,3.2225259753508033,3.216362181091409
OVERALL,10,27.549781976139673,27.41835014169579,13.174886,3.2225259753508033,3.216362181091409
