group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
matmul,14,403.23259637487126,348.8295429108343,3.0287617142857144,1.284155400216253,1.1064271262965744
OVERALL,14,403.23259637487126,348.8295429108343,3.0287617142857144,1.284155400216253,1.1064271262965744
