group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
conv_2d_nchw_fchw,18,147.42829212153524,133.1044955469136,186.42129338888887,0.7940786778142715,0.5876641381229698
OVERALL,18,147.42829212153524,133.1044955469136,186.42129338888887,0.7940786778142715,0.5876641381229698
