group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
matmul,14,416.39168347933213,356.11376914042165,2.4522037142857136,1.2826965234162377,1.129531435143936
OVERALL,14,416.39168347933213,356.11376914042165,2.4522037142857136,1.2826965234162377,1.129531435143936
