group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
pooling_nchw_max,10,24.059288787177884,23.70210473899011,14.8582187,2.8162768001090166,2.7804208823937744
OVERALL,10,24.059288787177884,23.70210473899011,14.8582187,2.8162768001090166,2.7804208823937744
