group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
matmul,14,394.5874294973424,338.4019011015784,3.044764928571429,1.2469730759949813,1.0733524455662935
OVERALL,14,394.5874294973424,338.4019011015784,3.044764928571429,1.2469730759949813,1.0733524455662935
