group,n_kernels,mean_speedup,geomean_speedup,mean_exec_time_ms,mean_speedup_to_torch,geomean_speedup_to_torch
conv_2d_nchw_fchw,18,122.40633082603614,113.74938384214445,206.62917005555553,0.7868958010032526,0.5022101871386617
OVERALL,18,122.40633082603614,113.74938384214445,206.62917005555553,0.7868958010032526,0.5022101871386617
